capitalized,word_shape,contains_digit,prefixes,suffixes,POS,prev_word,prev_POS,next_word,next_POS,dep_tag,head_text,is_chunk,in_league,in_club,in_home,in_player,in_coach,in_nation,in_continent,token,NER
0,xxxxxx,0,"['t', 'ta', 'tar', 'targ']","['t', 'et', 'get', 'rget']",NOUN,midfield,NOUN,,,dobj,sign,O,0,0,0,0,0,0,0,target,O
1,Xxxx,0,"['K', 'Ky', 'Kyl']","['e', 'le', 'yle']",PROPN,,,Walker,PROPN,compound,Walker,B,0,0,0,1,0,0,0,Kyle,B-Player
1,Xxxxxx,0,"['W', 'Wa', 'Wal', 'Walk']","['r', 'er', 'ker', 'lker']",PROPN,Kyle,PROPN,yet,ADV,ROOT,Walker,I,0,0,0,1,0,0,0,Walker,I-Player
0,xxx,0,"['y', 'ye']","['t', 'et']",ADV,Walker,PROPN,to,PART,advmod,Walker,O,0,0,0,0,0,0,0,yet,O
0,xx,0,['t'],['o'],PART,yet,ADV,make,VERB,aux,make,O,0,0,0,0,0,0,0,to,O
0,xxxx,0,"['m', 'ma', 'mak']","['e', 'ke', 'ake']",VERB,to,PART,decision,NOUN,relcl,Walker,O,0,0,0,0,0,0,0,make,O
0,xxxxxxxx,0,"['d', 'de', 'dec', 'deci']","['n', 'on', 'ion', 'sion']",NOUN,make,VERB,on,ADP,dobj,make,O,0,0,0,0,0,0,0,decision,O
0,xx,0,['o'],['n'],ADP,decision,NOUN,Man,PROPN,prep,decision,O,0,0,0,0,0,0,0,on,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,on,ADP,City,PROPN,compound,City,B,0,0,0,0,0,0,0,Man,B-Club
1,Xxxx,0,"['C', 'Ci', 'Cit']","['y', 'ty', 'ity']",PROPN,Man,PROPN,future,NOUN,compound,future,I,0,1,0,0,0,0,0,City,I-Club
0,xxxxxx,0,"['f', 'fu', 'fut', 'futu']","['e', 're', 'ure', 'ture']",NOUN,City,PROPN,,,pobj,on,O,0,0,0,0,0,0,0,future,O
1,Xxxxxxxx,0,"['F', 'Fo', 'Foo', 'Foot']","['l', 'll', 'all', 'ball']",NOUN,,,transfer,NOUN,compound,transfer,O,0,0,0,0,0,0,0,Football,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Football,NOUN,rumours,VERB,nsubj,rumours,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxxx,0,"['r', 'ru', 'rum', 'rumo']","['s', 'rs', 'urs', 'ours']",VERB,transfer,NOUN,:,PUNCT,ROOT,rumours,O,0,0,0,0,0,0,0,rumours,O
0,:,0,[],[],PUNCT,rumours,VERB,Tottenham,PROPN,punct,rumours,O,0,0,0,0,0,0,0,:,O
1,Xxxxxxxxx,0,"['T', 'To', 'Tot', 'Tott']","['m', 'am', 'ham', 'nham']",PROPN,:,PUNCT,eye,NOUN,compound,Rudiger,B,0,1,1,0,0,0,0,Tottenham,B-Club
0,xxx,0,"['e', 'ey']","['e', 'ye']",NOUN,Tottenham,PROPN,Rudiger,PROPN,compound,Rudiger,O,0,0,0,0,0,0,0,eye,O
1,Xxxxxxx,0,"['R', 'Ru', 'Rud', 'Rudi']","['r', 'er', 'ger', 'iger']",PROPN,eye,NOUN,;,PUNCT,appos,transfer,B,0,0,0,0,0,0,0,Rudiger,B-Player
0,;,0,[],[],PUNCT,Rudiger,PROPN,Barcelona,PROPN,punct,Rudiger,O,0,0,0,0,0,0,0,;,O
1,Xxxxxxxxx,0,"['B', 'Ba', 'Bar', 'Barc']","['a', 'na', 'ona', 'lona']",PROPN,;,PUNCT,'s,PART,poss,talks,B,0,1,0,0,0,0,0,Barcelona,B-Club
0,'x,0,"[""'""]",['s'],PART,Barcelona,PROPN,Gundogan,PROPN,case,Barcelona,O,0,0,0,0,0,0,0,'s,O
1,Xxxxxxxx,0,"['G', 'Gu', 'Gun', 'Gund']","['n', 'an', 'gan', 'ogan']",PROPN,'s,PART,talks,NOUN,compound,talks,B,0,0,0,0,0,0,0,Gundogan,B-Player
0,xxxxx,0,"['t', 'ta', 'tal', 'talk']","['s', 'ks', 'lks', 'alks']",NOUN,Gundogan,PROPN,,,appos,Rudiger,O,0,0,0,0,0,0,0,talks,O
1,XX,0,['L'],['A'],PROPN,,,Galaxy,PROPN,compound,Galaxy,B,0,0,0,0,0,0,0,LA,B-Club
1,Xxxxxx,0,"['G', 'Ga', 'Gal', 'Gala']","['y', 'xy', 'axy', 'laxy']",PROPN,LA,PROPN,&,CCONJ,nsubj,confirm,I,0,0,0,0,0,0,0,Galaxy,I-Club
0,&,0,[],[],CCONJ,Galaxy,PROPN,FC,PROPN,cc,Galaxy,I,0,1,0,0,0,0,0,&,O
1,XX,0,['F'],['C'],PROPN,&,CCONJ,Barcelona,PROPN,compound,Barcelona,I,0,1,0,0,0,0,0,FC,B-Club
1,Xxxxxxxxx,0,"['B', 'Ba', 'Bar', 'Barc']","['a', 'na', 'ona', 'lona']",PROPN,FC,PROPN,confirm,VERB,conj,Galaxy,B,0,1,0,0,0,0,0,Barcelona,I-Club
0,xxxxxxx,0,"['c', 'co', 'con', 'conf']","['m', 'rm', 'irm', 'firm']",VERB,Barcelona,PROPN,Julian,PROPN,ROOT,confirm,O,0,0,0,0,0,0,0,confirm,O
1,Xxxxxx,0,"['J', 'Ju', 'Jul', 'Juli']","['n', 'an', 'ian', 'lian']",PROPN,confirm,VERB,Araujo,PROPN,compound,Araujo,B,0,0,0,1,1,0,0,Julian,B-Player
1,Xxxxxx,0,"['A', 'Ar', 'Ara', 'Arau']","['o', 'jo', 'ujo', 'aujo']",PROPN,Julian,PROPN,transfer,NOUN,amod,transfer,I,0,0,0,1,0,0,0,Araujo,I-Player
1,Xxxxxxxxxx,0,"['F', 'Fu', 'Fun', 'Fund']","['r', 'er', 'ser', 'iser']",PROPN,Message,PROPN,,,pobj,Through,O,0,0,0,0,0,0,0,Fundraiser,O
1,Xxx,0,"['P', 'Pe']","['p', 'ep']",PROPN,,,Guardiola,PROPN,compound,Admits,O,0,0,0,0,1,0,0,Pep,B-Coach
1,Xxxxxxxxx,0,"['G', 'Gu', 'Gua', 'Guar']","['a', 'la', 'ola', 'iola']",PROPN,Pep,PROPN,Admits,PROPN,compound,Admits,O,0,0,0,0,1,0,0,Guardiola,I-Coach
1,Xxxxxx,0,"['A', 'Ad', 'Adm', 'Admi']","['s', 'ts', 'its', 'mits']",PROPN,Guardiola,PROPN,Manchester,PROPN,compound,City,O,0,0,0,0,0,0,0,Admits,O
1,Xxxxxxxxxx,0,"['M', 'Ma', 'Man', 'Manc']","['r', 'er', 'ter', 'ster']",PROPN,Admits,PROPN,City,PROPN,compound,City,B,0,0,0,0,0,0,0,Manchester,B-Club
1,Xxxx,0,"['C', 'Ci', 'Cit']","['y', 'ty', 'ity']",PROPN,Manchester,PROPN,May,AUX,nsubj,Replace,I,0,0,0,0,0,0,0,City,I-Club
1,Xxx,0,"['M', 'Ma']","['y', 'ay']",AUX,City,PROPN,Not,PART,aux,Replace,O,0,0,0,0,0,0,0,May,O
1,Xxx,0,"['N', 'No']","['t', 'ot']",PART,May,AUX,Replace,VERB,neg,Replace,O,0,0,0,0,0,0,0,Not,O
1,Xxxxxxx,0,"['R', 'Re', 'Rep', 'Repl']","['e', 'ce', 'ace', 'lace']",VERB,Not,PART,Wantaway,PROPN,ccomp,Leroy,O,0,0,0,0,0,0,0,Replace,O
1,Xxxxxxxx,0,"['W', 'Wa', 'Wan', 'Want']","['y', 'ay', 'way', 'away']",PROPN,Replace,VERB,Leroy,VERB,dobj,Replace,O,0,0,0,0,0,0,0,Wantaway,O
1,Xxxxx,0,"['L', 'Le', 'Ler', 'Lero']","['y', 'oy', 'roy', 'eroy']",VERB,Wantaway,PROPN,SanÃƒÂ,NUM,ROOT,Leroy,O,0,0,0,1,0,0,0,Leroy,B-Player
1,XxxXxX,0,"['S', 'Sa', 'San', 'SanÃ']","['Â', 'ƒÂ', 'ÃƒÂ', 'nÃƒÂ']",NUM,Leroy,VERB,©,NOUN,dep,Leroy,O,0,0,0,0,0,0,0,SanÃƒÂ,I-Player
0,©,0,[],[],NOUN,SanÃƒÂ,NUM,,,dobj,Leroy,O,0,0,0,0,0,0,0,©,O
1,Xxxxx,0,"['J', 'Ja', 'Jam', 'Jami']","['e', 'ie', 'mie', 'amie']",PROPN,,,Carragher,PROPN,compound,Carragher,B,0,0,0,1,0,0,0,Jamie,B-Player
1,Xxxxxxxxx,0,"['C', 'Ca', 'Car', 'Carr']","['r', 'er', 'her', 'gher']",PROPN,Jamie,PROPN,Urges,PROPN,compound,Liverpool,I,0,0,0,0,0,0,0,Carragher,I-Player
1,Xxxxx,0,"['U', 'Ur', 'Urg', 'Urge']","['s', 'es', 'ges', 'rges']",PROPN,Carragher,PROPN,Liverpool,PROPN,compound,Liverpool,I,0,0,0,0,0,0,0,Urges,O
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",PROPN,Urges,PROPN,to,PART,nsubj,Strengthen,O,0,1,0,0,0,0,0,Liverpool,B-Club
0,xx,0,['t'],['o'],PART,Liverpool,PROPN,Strengthen,VERB,aux,Strengthen,O,0,0,0,0,0,0,0,to,O
1,Xxxxxxxxxx,0,"['S', 'St', 'Str', 'Stre']","['n', 'en', 'hen', 'then']",VERB,to,PART,Depth,NOUN,ROOT,Strengthen,B,0,0,0,0,0,0,0,Strengthen,O
1,Xxxxx,0,"['D', 'De', 'Dep', 'Dept']","['h', 'th', 'pth', 'epth']",NOUN,Strengthen,VERB,in,ADP,dobj,Strengthen,I,0,0,0,0,0,0,0,Depth,O
0,xx,0,['i'],['n'],ADP,Depth,NOUN,Attack,PROPN,prep,Depth,O,0,0,0,0,0,0,0,in,O
1,Xxxxxx,0,"['A', 'At', 'Att', 'Atta']","['k', 'ck', 'ack', 'tack']",PROPN,in,ADP,,,pobj,in,O,0,0,0,0,0,0,0,Attack,O
1,Xxxxxxxxx,0,"['T', 'To', 'Tot', 'Tott']","['m', 'am', 'ham', 'nham']",PROPN,,,Extend,PROPN,compound,Extend,B,0,0,0,0,0,0,0,Tottenham,B-Club
1,Xxxxxx,0,"['E', 'Ex', 'Ext', 'Exte']","['d', 'nd', 'end', 'tend']",PROPN,Tottenham,PROPN,Jan,PROPN,compound,Vertonghen,O,0,0,0,0,0,0,0,Extend,O
1,Xxx,0,"['J', 'Ja']","['n', 'an']",PROPN,Extend,PROPN,Vertonghen,PROPN,compound,Vertonghen,B,0,0,0,1,0,0,0,Jan,B-Player
1,Xxxxxxxxxx,0,"['V', 'Ve', 'Ver', 'Vert']","['n', 'en', 'hen', 'ghen']",PROPN,Jan,PROPN,and,CCONJ,ROOT,Vertonghen,I,0,0,0,1,0,0,0,Vertonghen,I-Player
0,xxx,0,"['a', 'an']","['d', 'nd']",CCONJ,Vertonghen,PROPN,Michel,PROPN,cc,Vertonghen,O,0,0,0,0,0,0,0,and,O
1,Xxxxxx,0,"['M', 'Mi', 'Mic', 'Mich']","['l', 'el', 'hel', 'chel']",PROPN,and,CCONJ,Vorm,PROPN,compound,Contracts,B,0,0,0,0,0,0,0,Michel,B-Player
1,Xxxx,0,"['V', 'Vo', 'Vor']","['m', 'rm', 'orm']",PROPN,Michel,PROPN,Contracts,PROPN,compound,Contracts,I,0,0,0,0,0,0,0,Vorm,I-Player
1,Xxxxxxxxx,0,"['C', 'Co', 'Con', 'Cont']","['s', 'ts', 'cts', 'acts']",PROPN,Vorm,PROPN,Until,ADP,conj,Vertonghen,I,0,0,0,0,0,0,0,Contracts,O
1,Xxxxx,0,"['U', 'Un', 'Unt', 'Unti']","['l', 'il', 'til', 'ntil']",ADP,Contracts,PROPN,End,NOUN,ROOT,Until,O,0,0,0,0,0,0,0,Until,O
1,Xxx,0,"['E', 'En']","['d', 'nd']",NOUN,Until,ADP,of,ADP,pobj,Until,O,0,0,0,0,0,0,0,End,O
0,xx,0,['o'],['f'],ADP,End,NOUN,the,DET,prep,End,O,0,0,0,0,0,0,0,of,O
0,xxx,0,"['t', 'th']","['e', 'he']",DET,of,ADP,Season,NOUN,det,Season,O,0,0,0,0,0,0,0,the,O
1,Xxxxxx,0,"['S', 'Se', 'Sea', 'Seas']","['n', 'on', 'son', 'ason']",NOUN,the,DET,,,pobj,of,O,0,0,0,0,0,0,0,Season,O
1,XXX,0,"['P', 'PS']","['G', 'SG']",PROPN,,,Offer,PROPN,compound,Offer,O,0,0,0,0,0,0,0,PSG,B-Club
1,Xxxxx,0,"['O', 'Of', 'Off', 'Offe']","['r', 'er', 'fer', 'ffer']",PROPN,PSG,PROPN,Layvin,PROPN,compound,Contract,O,0,0,0,0,0,0,0,Offer,O
1,Xxxxxx,0,"['L', 'La', 'Lay', 'Layv']","['n', 'in', 'vin', 'yvin']",PROPN,Offer,PROPN,Kurzawa,PROPN,compound,Contract,B,0,0,0,0,0,0,0,Layvin,B-Player
1,Xxxxxxx,0,"['K', 'Ku', 'Kur', 'Kurz']","['a', 'wa', 'awa', 'zawa']",PROPN,Layvin,PROPN,Surprise,PROPN,compound,Surprise,I,0,0,0,0,0,0,0,Kurzawa,I-Player
1,Xxxxxxxx,0,"['S', 'Su', 'Sur', 'Surp']","['e', 'se', 'ise', 'rise']",PROPN,Kurzawa,PROPN,New,PROPN,compound,Contract,I,0,0,0,0,0,0,0,Surprise,O
1,Xxx,0,"['N', 'Ne']","['w', 'ew']",PROPN,Surprise,PROPN,Contract,PROPN,compound,Contract,O,0,0,0,0,0,0,0,New,O
1,Xxxxxxxx,0,"['C', 'Co', 'Con', 'Cont']","['t', 'ct', 'act', 'ract']",PROPN,New,PROPN,as,ADP,ROOT,Contract,O,0,0,0,0,0,0,0,Contract,O
0,xx,0,['a'],['s'],ADP,Contract,PROPN,Chelsea,PROPN,prep,Contract,O,0,0,0,0,0,0,0,as,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,as,ADP,&,CCONJ,pobj,as,B,0,1,0,0,0,0,0,Chelsea,B-Club
0,&,0,[],[],CCONJ,Chelsea,PROPN,Arsenal,PROPN,cc,Chelsea,I,0,0,0,0,0,0,0,&,O
1,Xxxxxxx,0,"['A', 'Ar', 'Ars', 'Arse']","['l', 'al', 'nal', 'enal']",PROPN,&,CCONJ,Plot,PROPN,compound,Plot,I,0,1,0,0,0,0,0,Arsenal,B-Club
1,Xxxx,0,"['P', 'Pl', 'Plo']","['t', 'ot', 'lot']",PROPN,Arsenal,PROPN,Free,PROPN,compound,Transfer,I,0,0,0,0,0,0,0,Plot,O
1,Xxxx,0,"['F', 'Fr', 'Fre']","['e', 'ee', 'ree']",PROPN,Plot,PROPN,Transfer,PROPN,compound,Transfer,I,0,0,0,0,0,0,0,Free,O
1,Xxxxxxxx,0,"['T', 'Tr', 'Tra', 'Tran']","['r', 'er', 'fer', 'sfer']",PROPN,Free,PROPN,,,conj,Chelsea,I,0,0,0,0,0,0,0,Transfer,O
1,Xxxxx,0,"['I', 'In', 'Int', 'Inte']","['r', 'er', 'ter', 'nter']",PROPN,,,CEO,PROPN,compound,CEO,O,0,0,0,0,0,0,0,Inter,B-Club
1,XXX,0,"['C', 'CE']","['O', 'EO']",PROPN,Inter,PROPN,',PUNCT,ROOT,CEO,O,0,0,0,0,0,0,0,CEO,O
0,',0,[],[],PUNCT,CEO,PROPN,Very,ADV,punct,CEO,O,0,0,0,0,0,0,0,',O
1,Xxxx,0,"['V', 'Ve', 'Ver']","['y', 'ry', 'ery']",ADV,',PUNCT,Optimistic,ADJ,advmod,Optimistic,O,0,0,0,0,0,0,0,Very,O
1,Xxxxxxxxxx,0,"['O', 'Op', 'Opt', 'Opti']","['c', 'ic', 'tic', 'stic']",ADJ,Very,ADV,',PUNCT,amod,CEO,O,0,0,0,0,0,0,0,Optimistic,O
0,',0,[],[],PUNCT,Optimistic,ADJ,About,ADP,punct,CEO,O,0,0,0,0,0,0,0,',O
1,Xxxxx,0,"['A', 'Ab', 'Abo', 'Abou']","['t', 'ut', 'out', 'bout']",ADP,',PUNCT,Fending,VERB,prep,CEO,O,0,0,0,0,0,0,0,About,O
1,Xxxxxxx,0,"['F', 'Fe', 'Fen', 'Fend']","['g', 'ng', 'ing', 'ding']",VERB,About,ADP,Off,PROPN,pcomp,About,O,0,0,0,0,0,0,0,Fending,O
1,Xxx,0,"['O', 'Of']","['f', 'ff']",PROPN,Fending,VERB,Barcelona,PROPN,prt,Fending,O,0,0,0,0,0,0,0,Off,O
1,Xxxxxxxxx,0,"['B', 'Ba', 'Bar', 'Barc']","['a', 'na', 'ona', 'lona']",PROPN,Off,PROPN,'s,PART,poss,Interest,O,0,1,0,0,0,0,0,Barcelona,B-Club
0,'x,0,"[""'""]",['s'],PART,Barcelona,PROPN,Interest,NOUN,case,Barcelona,O,0,0,0,0,0,0,0,'s,O
1,Xxxxxxxx,0,"['I', 'In', 'Int', 'Inte']","['t', 'st', 'est', 'rest']",NOUN,'s,PART,in,ADP,dobj,Fending,O,0,0,0,0,0,0,0,Interest,O
0,xx,0,['i'],['n'],ADP,Interest,NOUN,Lautaro,PROPN,prep,Interest,O,0,0,0,0,0,0,0,in,O
1,Xxxxxxx,0,"['L', 'La', 'Lau', 'Laut']","['o', 'ro', 'aro', 'taro']",PROPN,in,ADP,MartÃƒÂ­nez,NUM,pobj,in,B,0,0,0,1,0,0,0,Lautaro,B-Player
1,XxxxXxX­xxx,0,"['M', 'Ma', 'Mar', 'Mart']","['z', 'ez', 'nez', '\xadnez']",NUM,Lautaro,PROPN,,,punct,CEO,O,0,0,0,0,0,0,0,MartÃƒÂ­nez,I-Player
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,,,Reject,PROPN,compound,Reject,B,0,1,0,0,0,0,0,Chelsea,B-Club
1,Xxxxxx,0,"['R', 'Re', 'Rej', 'Reje']","['t', 'ct', 'ect', 'ject']",PROPN,Chelsea,PROPN,Miralem,PROPN,compound,Offer,I,0,0,0,0,0,0,0,Reject,O
1,Xxxxxxx,0,"['M', 'Mi', 'Mir', 'Mira']","['m', 'em', 'lem', 'alem']",PROPN,Reject,PROPN,Pjanic,PROPN,compound,Offer,I,0,0,0,1,0,0,0,Miralem,B-Player
1,Xxxxxx,0,"['P', 'Pj', 'Pja', 'Pjan']","['c', 'ic', 'nic', 'anic']",PROPN,Miralem,PROPN,/,SYM,nmod,Offer,I,0,0,0,0,0,0,0,Pjanic,I-Player
0,/,0,[],[],SYM,Pjanic,PROPN,Jorginho,PROPN,punct,Offer,I,0,0,0,0,0,0,0,/,O
1,Xxxxxxxx,0,"['J', 'Jo', 'Jor', 'Jorg']","['o', 'ho', 'nho', 'inho']",PROPN,/,SYM,Swap,PROPN,compound,Offer,I,0,0,0,1,0,0,0,Jorginho,B-Player
1,Xxxx,0,"['S', 'Sw', 'Swa']","['p', 'ap', 'wap']",PROPN,Jorginho,PROPN,Offer,PROPN,compound,Offer,I,0,0,0,0,0,0,0,Swap,O
1,Xxxxx,0,"['O', 'Of', 'Off', 'Offe']","['r', 'er', 'fer', 'ffer']",PROPN,Swap,PROPN,From,ADP,ROOT,Offer,I,0,0,0,0,0,0,0,Offer,O
1,Xxxx,0,"['F', 'Fr', 'Fro']","['m', 'om', 'rom']",ADP,Offer,PROPN,Juventus,PROPN,prep,Offer,O,0,0,0,0,0,0,0,From,O
1,Xxxxxxxx,0,"['J', 'Ju', 'Juv', 'Juve']","['s', 'us', 'tus', 'ntus']",PROPN,From,ADP,,,pobj,From,B,0,1,0,0,0,0,0,Juventus,B-Club
1,Xxxx,0,"['D', 'De', 'Dea']","['n', 'an', 'ean']",PROPN,,,Henderson,PROPN,compound,Henderson,B,0,0,0,1,0,0,0,Dean,B-Player
1,Xxxxxxxxx,0,"['H', 'He', 'Hen', 'Hend']","['n', 'on', 'son', 'rson']",PROPN,Dean,PROPN,Linked,PROPN,nsubj,Linked,I,0,0,0,1,0,0,0,Henderson,I-Player
1,Xxxxxx,0,"['L', 'Li', 'Lin', 'Link']","['d', 'ed', 'ked', 'nked']",PROPN,Henderson,PROPN,With,ADP,ROOT,Linked,I,0,0,0,0,0,0,0,Linked,O
1,Xxxx,0,"['W', 'Wi', 'Wit']","['h', 'th', 'ith']",ADP,Linked,PROPN,Chelsea,PROPN,prep,Linked,I,0,0,0,0,0,0,0,With,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,With,ADP,Move,PROPN,compound,Move,B,0,1,0,0,0,0,0,Chelsea,B-Club
1,Xxxx,0,"['M', 'Mo', 'Mov']","['e', 've', 'ove']",PROPN,Chelsea,PROPN,in,ADP,pobj,With,I,0,0,0,0,0,0,0,Move,O
0,xx,0,['i'],['n'],ADP,Move,PROPN,',PUNCT,prep,Move,O,0,0,0,0,0,0,0,in,O
0,',0,[],[],PUNCT,in,ADP,Transfer,NOUN,punct,in,O,0,0,0,0,0,0,0,',O
1,Xxxxxxxx,0,"['T', 'Tr', 'Tra', 'Tran']","['r', 'er', 'fer', 'sfer']",NOUN,',PUNCT,Tug,PROPN,compound,Tug,O,0,0,0,0,0,0,0,Transfer,O
1,Xxx,0,"['T', 'Tu']","['g', 'ug']",PROPN,Transfer,NOUN,of,ADP,pobj,in,O,0,0,0,0,0,0,0,Tug,O
0,xx,0,['o'],['f'],ADP,Tug,PROPN,War,PROPN,prep,Tug,O,0,0,0,0,0,0,0,of,O
1,Xxx,0,"['W', 'Wa']","['r', 'ar']",PROPN,of,ADP,',PUNCT,pobj,of,O,0,0,0,0,0,0,0,War,O
0,',0,[],[],PUNCT,War,PROPN,,,punct,Linked,O,0,0,0,0,0,0,0,',O
1,Xxxxx,0,"['W', 'Wh', 'Whe', 'Wher']","['e', 're', 'ere', 'here']",SCONJ,,,Highly,ADV,advmod,End,O,0,0,0,0,0,0,0,Where,O
1,Xxxxxx,0,"['H', 'Hi', 'Hig', 'High']","['y', 'ly', 'hly', 'ghly']",ADV,Where,SCONJ,Rated,PROPN,advmod,Rated,O,0,0,0,0,0,0,0,Highly,O
1,Xxxxx,0,"['R', 'Ra', 'Rat', 'Rate']","['d', 'ed', 'ted', 'ated']",PROPN,Highly,ADV,West,PROPN,amod,Ngakia,O,0,0,0,0,0,0,0,Rated,O
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,Rated,PROPN,Ham,PROPN,compound,Ham,O,0,0,0,0,0,0,0,West,B-Club
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,Youngster,PROPN,compound,Youngster,O,0,0,0,0,0,0,0,Ham,I-Club
1,Xxxxxxxxx,0,"['Y', 'Yo', 'You', 'Youn']","['r', 'er', 'ter', 'ster']",PROPN,Ham,PROPN,Jeremy,PROPN,compound,Ngakia,O,0,0,0,0,0,0,0,Youngster,O
1,Xxxxxx,0,"['J', 'Je', 'Jer', 'Jere']","['y', 'my', 'emy', 'remy']",PROPN,Youngster,PROPN,Ngakia,PROPN,compound,Ngakia,O,0,0,0,0,0,0,0,Jeremy,B-Player
1,Xxxxxx,0,"['N', 'Ng', 'Nga', 'Ngak']","['a', 'ia', 'kia', 'akia']",PROPN,Jeremy,PROPN,Could,AUX,nsubj,End,B,0,0,0,0,0,0,0,Ngakia,I-Player
1,Xxxxx,0,"['C', 'Co', 'Cou', 'Coul']","['d', 'ld', 'uld', 'ould']",AUX,Ngakia,PROPN,End,VERB,aux,End,O,0,0,0,0,0,0,0,Could,O
1,Xxx,0,"['E', 'En']","['d', 'nd']",VERB,Could,AUX,Up,ADP,ROOT,End,O,0,0,0,0,0,0,0,End,O
1,Xx,0,['U'],['p'],ADP,End,VERB,Next,ADJ,prt,End,O,0,0,0,0,0,0,0,Up,O
1,Xxxx,0,"['N', 'Ne', 'Nex']","['t', 'xt', 'ext']",ADJ,Up,ADP,Season,NOUN,amod,Season,B,0,0,0,0,0,0,0,Next,O
1,Xxxxxx,0,"['S', 'Se', 'Sea', 'Seas']","['n', 'on', 'son', 'ason']",NOUN,Next,ADJ,,,npadvmod,End,I,0,0,0,0,0,0,0,Season,O
1,Xxxx,0,"['D', 'Da', 'Dan']","['i', 'ni', 'ani']",PROPN,,,Ceballos,PROPN,compound,Ceballos,B,0,0,0,1,0,0,0,Dani,B-Player
1,Xxxxxxxx,0,"['C', 'Ce', 'Ceb', 'Ceba']","['s', 'os', 'los', 'llos']",PROPN,Dani,PROPN,Has,VERB,nsubj,Has,I,0,0,0,0,0,0,0,Ceballos,I-Player
1,Xxx,0,"['H', 'Ha']","['s', 'as']",VERB,Ceballos,PROPN,No,DET,ROOT,Has,I,0,0,0,0,0,0,0,Has,O
1,Xx,0,['N'],['o'],DET,Has,VERB,Future,NOUN,det,Future,O,0,0,0,0,0,0,0,No,O
1,Xxxxxx,0,"['F', 'Fu', 'Fut', 'Futu']","['e', 're', 'ure', 'ture']",NOUN,No,DET,at,ADP,dobj,Has,O,0,0,0,0,0,0,0,Future,O
0,xx,0,['a'],['t'],ADP,Future,NOUN,Real,PROPN,prep,Future,O,0,0,0,0,0,0,0,at,O
1,Xxxx,0,"['R', 'Re', 'Rea']","['l', 'al', 'eal']",PROPN,at,ADP,Madrid,PROPN,compound,Madrid,O,0,0,0,0,0,0,0,Real,B-Club
1,Xxxxxx,0,"['M', 'Ma', 'Mad', 'Madr']","['d', 'id', 'rid', 'drid']",PROPN,Real,PROPN,While,SCONJ,pobj,at,O,0,0,0,0,0,0,0,Madrid,I-Club
1,Xxxxx,0,"['W', 'Wh', 'Whi', 'Whil']","['e', 'le', 'ile', 'hile']",SCONJ,Madrid,PROPN,Zinedine,PROPN,mark,Remains,O,0,0,0,0,0,0,0,While,O
1,Xxxxxxxx,0,"['Z', 'Zi', 'Zin', 'Zine']","['e', 'ne', 'ine', 'dine']",PROPN,While,SCONJ,Zidane,PROPN,compound,Zidane,B,0,0,0,0,1,0,0,Zinedine,B-Coach
1,Xxxxxx,0,"['Z', 'Zi', 'Zid', 'Zida']","['e', 'ne', 'ane', 'dane']",PROPN,Zinedine,PROPN,Remains,VERB,nsubj,Remains,I,0,0,0,0,1,0,0,Zidane,I-Coach
1,Xxxxxxx,0,"['R', 'Re', 'Rem', 'Rema']","['s', 'ns', 'ins', 'ains']",VERB,Zidane,PROPN,in,ADP,advcl,Has,I,0,0,0,0,0,0,0,Remains,O
0,xx,0,['i'],['n'],ADP,Remains,VERB,Charge,NOUN,prep,Remains,O,0,0,0,0,0,0,0,in,O
1,Xxxxxx,0,"['C', 'Ch', 'Cha', 'Char']","['e', 'ge', 'rge', 'arge']",NOUN,in,ADP,,,pobj,in,B,0,0,0,0,0,0,0,Charge,O
1,Xxxxx,0,"['F', 'Fr', 'Fra', 'Fran']","['k', 'nk', 'ank', 'rank']",PROPN,,,Lampard,PROPN,compound,Lampard,B,0,0,0,0,1,0,0,Frank,B-Coach
1,Xxxxxxx,0,"['L', 'La', 'Lam', 'Lamp']","['d', 'rd', 'ard', 'pard']",PROPN,Frank,PROPN,Admits,PROPN,compound,Werner,I,0,0,0,0,1,0,0,Lampard,I-Coach
1,Xxxxxx,0,"['A', 'Ad', 'Adm', 'Admi']","['s', 'ts', 'its', 'mits']",PROPN,Lampard,PROPN,Timo,PROPN,compound,Werner,O,0,0,0,0,0,0,0,Admits,O
1,Xxxx,0,"['T', 'Ti', 'Tim']","['o', 'mo', 'imo']",PROPN,Admits,PROPN,Werner,PROPN,compound,Werner,B,0,0,0,1,0,0,0,Timo,B-Player
